,year,state_po,candidate,party,candidatevotes,totalvotes,votepercent,disbursements
277,1980,AK,Clark S. Gruening,democrat,72007.0,156762.0,45.933963588114466,507445
279,1980,AK,Frank H. Murkowski,republican,84159.0,156762.0,53.685842232173606,553219
270,1980,AL,Jim Folsom Jr.,democrat,610175.0,1296757.0,47.05391989401252,226600
287,1980,AR,Dale Bumpers,democrat,477905.0,808812.0,59.087278625935326,220861
288,1980,AR,Bill Clark,republican,330576.0,808812.0,40.87179715434489,119196
282,1980,AZ,Barry Goldwater,republican,432371.0,874238.0,49.45689846472013,779643
285,1980,AZ,Bill Schulz,democrat,422972.0,874238.0,48.38179077093423,1963395
289,1980,CA,Paul Gann,republican,3091671.0,8324012.0,37.14159710485761,1152272
293,1980,CA,Alan Cranston,democrat,4704098.0,8324012.0,56.51238849727751,2776007
296,1980,CO,Gary Hart,democrat,590501.0,1173142.0,50.33499780930186,866929
297,1980,CO,Mary Estill Buchanan,republican,571295.0,1173142.0,48.69785584353812,1085205
300,1980,CT,Christopher J. Dodd,democrat,763969.0,1356075.0,56.33678078277381,1405674
302,1980,CT,James L. Buckley,republican,581884.0,1356075.0,42.90942610106373,1332117
304,1980,FL,Bill Gunter,democrat,1705409.0,3528028.0,48.33887372775953,2164560
305,1980,FL,Paula Hawkins,republican,1822460.0,3528028.0,51.656619505287374,795968
306,1980,GA,Herman E. Talmadge,democrat,776143.0,1579829.0,49.12829173283944,2213289
307,1980,GA,Mack Mattingly,republican,803686.0,1579829.0,50.871708267160564,623045
309,1980,HI,Daniel K. Inouye,democrat,224485.0,288006.0,77.94455671062408,480113
310,1980,HI,Cooper Brown,republican,53068.0,288006.0,18.426005013784437,14515
324,1980,IA,Charles E. Grassley,republican,683014.0,1276986.0,53.48641253702077,1565844
328,1980,IA,John Culver,democrat,581545.0,1276986.0,45.540436621858035,1750680
311,1980,ID,Steve Symms,republican,218701.0,439647.0,49.744681528589986,1570199
312,1980,ID,Frank Church,democrat,214439.0,439647.0,48.775267430461255,1733945
314,1980,IL,David C. O'Neal,republican,1946296.0,4580029.0,42.49527677663176,1293991
315,1980,IL,Alan J. Dixon,democrat,2565302.0,4580029.0,56.01060604638093,2346897
322,1980,IN,Birch Bayh,democrat,1015962.0,2198376.0,46.21420539525541,2361322
323,1980,IN,Dan Quayle,republican,1182414.0,2198376.0,53.785794604744595,2295059
329,1980,KS,Bob Dole,republican,598686.0,938957.0,63.76074729726707,790351
330,1980,KS,John Simpson,democrat,340271.0,938957.0,36.23925270273293,340581
331,1980,KY,Wendell H. Ford,democrat,720891.0,1106920.0,65.12584468615617,472493
332,1980,KY,Mary Louise Foust,republican,386029.0,1106920.0,34.87415531384382,4180
334,1980,LA,Louis Woody Jenkins,democrat,325922.0,841013.0,38.753503215764795,237242
335,1980,LA,Russell B. Long,democrat,484770.0,841013.0,57.64120174123348,1101429
338,1980,MD,Charles McC. Mathias Jr. ,republican,850970.0,1286088.0,66.16732292036004,848456
339,1980,MD,Edward T. Conroy,democrat,435118.0,1286088.0,33.832677079639964,161156
340,1980,MO,Gene McNary,republican,985399.0,2066965.0,47.673714842776725,767665
341,1980,MO,Thomas F. Eagleton,democrat,1074859.0,2066965.0,52.0017997401988,853016
360,1980,NC,Robert Morgan,democrat,887653.0,1797665.0,49.37810993705724,938214
361,1980,NC,John P. East,republican,898064.0,1797665.0,49.957250099434546,1297875
346,1980,NH,Warren Rudman,republican,195559.0,375060.0,52.14072415080254,634264
347,1980,NH,John A. Durkin,democrat,179455.0,375060.0,47.84701114488348,676150
344,1980,NV,Paul Laxalt,republican,144224.0,243273.0,59.28483637723873,1126826
345,1980,NV,Mary Gojack,democrat,92129.0,243273.0,37.87062271604329,286841
351,1980,NY,Alfonse M. D'Amato,republican,2272082.0,6014914.0,37.77413941412961,1555926
357,1980,NY,Elizabeth Holtzman,democrat,2618661.0,6014914.0,43.536133683706865,2003548
358,1980,NY,Jacob K. Javits,liberal,664544.0,6014914.0,11.048271014348668,1283959
363,1980,OH,James E. Betts,republican,1137695.0,4027303.0,28.249550629788722,423060
365,1980,OH,John Glenn,democrat,2770786.0,4027303.0,68.80003813966816,1159578
368,1980,OK,Don Nickles,republican,587252.0,1098294.0,53.469471744359886,828346
371,1980,OK,Andy Coats,democrat,478283.0,1098294.0,43.54781142389925,804704
372,1980,OR,Ted Kulongoski,democrat,501963.0,1140494.0,44.01276990497101,193509
373,1980,OR,Bob Packwood,republican,594290.0,1140494.0,52.108121568373,1452097
376,1980,PA,Pete Flaherty,democrat,2122391.0,4418042.0,48.03917663073371,544544
379,1980,PA,Arlen Specter,republican,2230404.0,4418042.0,50.483992682731404,1488588
382,1980,SC,Marshall Mays,republican,257946.0,870500.0,29.631935669155656,61363
383,1980,SC,Ernest Fritz Hollings,democrat,612554.0,870500.0,70.36806433084433,723427
384,1980,SD,James Abdnor,republican,190594.0,327478.0,58.20055087670012,1801653
385,1980,SD,George McGovern,democrat,129018.0,327478.0,39.39745570694825,3217284
388,1980,UT,Jake Garn,republican,437675.0,594298.0,73.64571309343124,1089465
390,1980,UT,Dan Berman,democrat,151454.0,594298.0,25.484521233455272,263558
391,1980,VT,Stewart M. Ledbetter,republican,101421.0,209124.0,48.49802031330694,478738
393,1980,VT,Patrick J. Leahy,democrat,104176.0,209124.0,49.81542051605746,342341
396,1980,WA,Warren G. Magnuson,democrat,792052.0,1728369.0,45.826556713294444,850060
397,1980,WA,Slade Gorton,republican,936317.0,1728369.0,54.173443286705556,695975
399,1980,WI,Robert W. Kasten Jr.,republican,1106311.0,2204202.0,50.19099882860101,686758
400,1980,WI,Gaylord A. Nelson,democrat,1065487.0,2204202.0,48.33889997377736,755257
404,1982,AZ,Dennis DeConcini,democrat,411970.0,723885.0,56.910973428099766,1253428
406,1982,AZ,Pete Dunn,republican,291749.0,723885.0,40.30322495976571,466600
411,1982,CA,"Edmund G. Brown, Jr.",democrat,3494968.0,7805450.0,44.77599625902414,5365931
412,1982,CA,Pete Wilson,republican,4022565.0,7805450.0,51.53533748854967,6821736
413,1982,CT,Anthony Toby Moffett,democrat,499146.0,1083508.0,46.06758787198618,880358
416,1982,CT,"Lowell P. Weicker, Jr.",republican,545987.0,1083508.0,50.390675472631486,2337352
417,1982,DE,David N. Levinson,democrat,84413.0,190960.0,44.20454545454545,1247054
418,1982,DE,"William V. Roth, Jr.",republican,105357.0,190960.0,55.172287390029325,797516
422,1982,FL,Van B. Poole,republican,1015330.0,2653419.0,38.264970590773636,472505
423,1982,FL,Lawton Chiles,democrat,1637667.0,2653419.0,61.719125400097006,806629
424,1982,HI,Spark Matsunaga,democrat,245386.0,306410.0,80.08420090728109,655411
426,1982,HI,Clarence J. Brown,republican,52071.0,306410.0,16.99389706602265,-1
427,1982,IN,Floyd J. Fithian,democrat,828400.0,1817287.0,45.584434379379815,750395
428,1982,IN,Richard G. Lugar,republican,978301.0,1817287.0,53.833048935033375,2987573
436,1982,MA,Ray Shamie,republican,784602.0,2050769.0,38.25891653326143,1956588
438,1982,MA,Edward M. Kennedy,democrat,1247084.0,2050769.0,60.81055447980733,1843040
433,1982,MD,Paul S. Sarbanes,democrat,707356.0,1114690.0,63.457642932115654,1311124
434,1982,MD,Lawrence J. Hogan,republican,407334.0,1114690.0,36.542357067884346,580953
431,1982,ME,David F. Emery,republican,179882.0,459715.0,39.129025591942835,978173
432,1982,ME,George J. Mitchell,democrat,279819.0,459715.0,60.86792904299403,1208026
439,1982,MI,"Donald W. Riegle, Jr.",democrat,1728793.0,2994334.0,57.73547640309998,727480
444,1982,MI,Philip E. Ruppe,republican,1223288.0,2994334.0,40.85342516900252,1045545
447,1982,MN,Mark Dayton,democrat,840401.0,1804675.0,46.56799700777148,6934315
449,1982,MN,Dave Durenberger,republican,949207.0,1804675.0,52.597115824178864,3634671
454,1982,MO,Harriett Woods,democrat,758629.0,1543521.0,49.1492503179419,1188101
455,1982,MO,John C. Danforth,republican,784876.0,1543521.0,50.849713091043135,897233
451,1982,MS,John C. Stennis,democrat,414099.0,645026.0,64.19880748993064,788572
452,1982,MS,Haley Barbour,republican,230927.0,645026.0,35.80119251006936,1006491
456,1982,MT,Larry Williams,republican,133789.0,321062.0,41.6707676398951,734191
457,1982,MT,John Melcher,democrat,174861.0,321062.0,54.463312382032136,749752
483,1982,ND,Gene Knorr,republican,89304.0,262465.0,34.02510810965271,359079
485,1982,ND,Quentin N. Burdick,democrat,164873.0,262465.0,62.817137523098324,783020
459,1982,NE,Edward Zorinsky,democrat,363350.0,545647.0,66.59067125815776,481096
460,1982,NE,Jim Keck,republican,155760.0,545647.0,28.54592804505477,384381
465,1982,NJ,Millicent Fenwick,republican,1047626.0,2193945.0,47.75078682464692,2183004
469,1982,NJ,Frank R. Lautenberg,democrat,1117549.0,2193945.0,50.93787674713815,6017499
473,1982,NM,Harrison H. Schmitt,republican,187128.0,404810.0,46.22613077740174,1761063
474,1982,NM,Jeff Bingaman,democrat,217682.0,404810.0,53.77386922259826,1586245
463,1982,NV,Chic Hecht,republican,120377.0,235097.0,51.203120414126936,1352547
464,1982,NV,Howard Cannon,democrat,114720.0,235097.0,48.796879585873064,1393444
475,1982,NY,Florence M. Sullivan,republican,1415749.0,4967729.0,28.49891771471431,117875
481,1982,NY,Daniel P. Moynihan,democrat,3089871.0,4967729.0,62.198863907431345,2792275
487,1982,OH,Paul E. Pfeifer,republican,1396790.0,3395463.0,41.136952456851986,1022269
488,1982,OH,Howard M. Metzenbaum,democrat,1923767.0,3395463.0,56.65698610174813,2637800
492,1982,PA,Cyril H. Wecht,democrat,1412965.0,3604108.0,39.20429132534319,299482
493,1982,PA,John Heinz,republican,2136418.0,3604108.0,59.27730245597523,2149488
495,1982,RI,John H. Chafee,republican,175495.0,342778.0,51.19785983931291,1065627
496,1982,RI,Julius C. Michaelson,democrat,167283.0,342778.0,48.80214016068709,378961
497,1982,TN,Robin Beard,republican,479642.0,1259785.0,38.073322035109165,1630359
499,1982,TN,Jim Sasser,democrat,780113.0,1259785.0,61.924296606166926,1680534
502,1982,TX,Lloyd Bentsen,democrat,1818223.0,3103167.0,58.59249598877534,4901080
504,1982,TX,Jim Collins,republican,1256759.0,3103167.0,40.49923835874769,3488773
507,1982,UT,Orrin G. Hatch,republican,309332.0,530802.0,58.27634409817597,4789778
508,1982,UT,Ted Wilson,democrat,219482.0,530802.0,41.3491283001948,1648676
517,1982,VA,Richard J. (Dick) Davis,democrat,690839.0,1415622.0,48.801092382005926,1192203
510,1982,VT,Robert T. Stafford,republican,84449.0,168002.0,50.26666349210128,403869
515,1982,VT,James A. Guest,democrat,79340.0,168002.0,47.22562826633016,221030
519,1982,WA,King Lysen,independent,72297.0,1368476.0,5.283030173711486,40717
521,1982,WA,Doug Jewett,republican,332273.0,1368476.0,24.280513505534625,181176
522,1982,WA,Henry M. Jackson,democrat,943655.0,1368476.0,68.9566349720419,1355560
526,1982,WI,Scott McCallum,republican,527355.0,1544883.0,34.13559473435853,119924
528,1982,WI,William Proxmire,democrat,983311.0,1544883.0,63.64954498172354,-1
524,1982,WV,Cleve Benedict,republican,173910.0,565314.0,30.76343412687462,1064120
525,1982,WV,Robert C. Byrd,democrat,387170.0,565314.0,68.48760158071443,1694900
531,1982,WY,Malcolm Wallop,republican,94725.0,167191.0,56.65675783983588,986483
532,1982,WY,Rodger McDaniel,democrat,72466.0,167191.0,43.343242160164124,389511
536,1984,AK,John E. Havelock,democrat,58804.0,206438.0,28.485065734021838,92001
538,1984,AK,Ted Stevens,republican,146919.0,206438.0,71.16858330346157,1329985
533,1984,AL,Howell Heflin,democrat,860535.0,1371234.0,62.75624729258463,1997229
535,1984,AL,Albert Lee Smith,republican,498508.0,1371234.0,36.35469948965676,574382
539,1984,AR,David Pryor,democrat,502341.0,875956.0,57.34774349396545,1811475
540,1984,AR,Ed Bethune,republican,373615.0,875956.0,42.65225650603455,1072879
541,1984,CO,"William L. \Bill\"" Armstrong""",republican,833821.0,1297809.0,64.24836012078819,3113430
543,1984,CO,Nancy Dick,democrat,449327.0,1297809.0,34.62196671467065,971955
546,1984,DE,Joseph R. Biden Jr.,democrat,147831.0,245932.0,60.11051835466714,1606851
547,1984,DE,John M. Burris,republican,98101.0,245932.0,39.88948164533286,816484
548,1984,GA,Mike Hicks,republican,337196.0,1681344.0,20.055146359103194,-1
550,1984,GA,Sam Nunn,democrat,1344104.0,1681344.0,79.942236686841,846992
561,1984,IA,Roger W. Jepsen,republican,564381.0,1292700.0,43.65908563471803,3421408
564,1984,IA,Tom Harkin,democrat,716883.0,1292700.0,55.45625435135763,2843695
551,1984,ID,Peter M. Busch,democrat,105591.0,406168.0,25.996878139095152,31001
553,1984,ID,James A. McClure,republican,293193.0,406168.0,72.18515491126824,1023122
556,1984,IL,Charles H. Percy,republican,2308039.0,4787335.0,48.21135349834511,6395032
558,1984,IL,Paul Simon,democrat,2397165.0,4787335.0,50.07305734819059,4581252
565,1984,KS,James R. Maher,democrat,211664.0,996729.0,21.23586250625797,30689
570,1984,KS,Nancy Landon Kassebaum,republican,757402.0,996729.0,75.98875923144605,501991
571,1984,KY,Walter (Dee) Huddleston,democrat,639721.0,1292407.0,49.498416520492384,2444091
573,1984,KY,Mitch McConnell,democrat,644990.0,1292407.0,49.90610542963633,1776128
574,1984,LA,J. Bennett Johnston Jr.,democrat,1.0,1.0,100.0,1468720
580,1984,MA,John F. Kerry,democrat,1393150.0,2530471.0,55.05496802769129,2169038
581,1984,MA,Raymond Shamie,republican,1136913.0,2530471.0,44.928908491739286,4180961
576,1984,ME,William S. Cohen,republican,404414.0,551406.0,73.34232852018296,1071498
577,1984,ME,Elizabeth H. Mitchell,democrat,142626.0,551406.0,25.865877411562444,428990
586,1984,MI,Carl Levin,democrat,1915831.0,3700938.0,51.766092812146546,3659709
591,1984,MI,Jack Lousma,republican,1745302.0,3700938.0,47.1583690404973,1749786
593,1984,MN,Joan Anderson Growe,democrat,852844.0,2066143.0,41.27710424689869,1589738
597,1984,MN,Rudy Boschwitz,republican,1199926.0,2066143.0,58.0756511044976,6687187
598,1984,MS,William F. Winter,democrat,371926.0,952240.0,39.05801058556666,738739
599,1984,MS,Thad Cochran,republican,580314.0,952240.0,60.94198941443334,2897004
601,1984,MT,Max Baucus,democrat,215704.0,379155.0,56.890717516582924,1389009
602,1984,MT,Chuck Cozzens,republican,154308.0,379155.0,40.69786762669621,580921
619,1984,NC,Jesse Helms,republican,1156768.0,2239051.0,51.6633162889099,17472828
622,1984,NC,James B. (Jim) Hunt Jr.,democrat,1070488.0,2239051.0,47.80989803269332,9461924
604,1984,NE,J. J. Exon,democrat,332217.0,639668.0,51.93584797113503,870461
605,1984,NE,Nancy Hoch,republican,307147.0,639668.0,48.016627375451016,583632
606,1984,NH,Norman E. D'Amours,democrat,157447.0,384369.0,40.96246055222976,1066485
607,1984,NH,Gordon J. Humphrey,republican,225828.0,384369.0,58.752917118706236,1852227
610,1984,NJ,Bill Bradley,democrat,1986644.0,3096456.0,64.15863813340154,5146631
612,1984,NJ,Mary V. Mochary,republican,1080100.0,3096456.0,34.881813272980466,956398
616,1984,NM,Pete V. Domenici,republican,361371.0,502634.0,71.89545474440646,2657349
618,1984,NM,Judith A. Pratt,democrat,141253.0,502634.0,28.102555736380747,301661
623,1984,OK,David Boren,democrat,906131.0,1197937.0,75.64095607698901,1204989
625,1984,OK,Will E. Bill Crozier,republican,280638.0,1197937.0,23.426774529879285,31360
626,1984,OR,Mark O. Hatfield,republican,808152.0,1214735.0,66.52907835865436,682644
627,1984,OR,Margie Hendriksen,democrat,406122.0,1214735.0,33.43297097720902,255244
629,1984,RI,Barbara M. Leonard,republican,107545.0,393356.0,27.34037360558883,162699
630,1984,RI,Claiborne deB. Pell,democrat,285811.0,393356.0,72.65962639441116,446978
631,1984,SC,Strom Thurmond,republican,644815.0,965130.0,66.81120678043372,1688065
632,1984,SC,Melvin Purvis,democrat,306982.0,965130.0,31.807321293504504,11760
634,1984,SD,George V. Cunningham,democrat,80537.0,315713.0,25.50956089866429,166426
635,1984,SD,Larry Pressler,republican,235176.0,315713.0,74.49043910133571,1166044
636,1984,TN,Victor Ashe,republican,557016.0,1648036.0,33.79877624032485,1777581
637,1984,TN,Albert Gore Jr.,democrat,1000607.0,1648036.0,60.71511787363868,3180975
639,1984,TN,Ed McAteer,independent,87234.0,1648036.0,5.293209614353085,382364
640,1984,TX,Lloyd Doggett,democrat,2202557.0,5314178.0,41.44680513148035,5889458
641,1984,TX,Phil Gramm,republican,3111348.0,5314178.0,58.54805766762047,9560484
644,1984,VA,"Edythe C. \Edie\"" Harrison""",democrat,601142.0,2007487.0,29.945000889171386,492201
645,1984,VA,John W. Warner,republican,1406194.0,2007487.0,70.04747726884408,3651568
647,1984,WV,John R. Raese,republican,344680.0,722212.0,47.72559857770295,1151621
648,1984,WV,Jay Rockefeller,democrat,374233.0,722212.0,51.81761034156176,12057039
649,1984,WY,Victor A. Ryan,democrat,40525.0,186898.0,21.682950058320582,-1
650,1984,WY,Al Simpson,republican,146373.0,186898.0,78.31704994167941,867934
655,1986,AK,Frank H. Murkowski,republican,97674.0,180801.0,54.02293128909685,1535210
656,1986,AK,Glenn Olds,democrat,79727.0,180801.0,44.09654813856118,412026
651,1986,AL,Richard Shelby,democrat,609360.0,1211897.0,50.28150082061429,2259167
652,1986,AL,Jeremiah Denton,republican,602537.0,1211897.0,49.7184991793857,4865276
662,1986,AR,Asa Hutchinson,republican,262313.0,695487.0,37.71644904937116,939342
663,1986,AR,Dale Bumpers,democrat,433122.0,695487.0,62.27607417536202,1800828
659,1986,AZ,Richard Kimball,democrat,340965.0,862921.0,39.51288704296222,531698
666,1986,CA,Alan Cranston,democrat,3646672.0,7398462.0,49.28959559432758,11927033
669,1986,CA,Ed Zschau,republican,3541804.0,7398462.0,47.872165863661934,11781316
