,year,state_po,candidate,party,candidatevotes,totalvotes,votepercent,disbursements
2472,2010,CO,Ken Buck,republican,822731.0,1772286.0,46.42202217926452,4895276
2473,2010,CO,Michael F. Bennet,democrat,851590.0,1772286.0,48.050371102632425,13082307
2483,2010,CT,Richard Blumenthal,democrat,605204.0,1153115.0,52.484270866305614,8718286
2487,2010,CT,Linda E. McMahon,republican,498341.0,1153115.0,43.216938466675046,50181464
2491,2010,DE,Christine O'Donnell,republican,123053.0,307402.0,40.029993298677304,6999106
2493,2010,DE,Christopher A. Coons,democrat,174012.0,307402.0,56.607308996037766,3869062
2509,2010,FL,Charlie Crist,no party affiliation,1607549.0,5411106.0,29.708325802525398,13608676
2510,2010,FL,Marco Rubio,republican,2645743.0,5411106.0,48.89468068080721,21638315
2511,2010,FL,Kendrick B. Meek,democrat,1092936.0,5411106.0,20.19801497143098,9280964
2513,2010,GA,"Michael \Mike\"" Thurmond""",democrat,996516.0,2555258.0,38.99864514659576,336174
2517,2010,GA,Johnny Isakson,republican,1489904.0,2555258.0,58.30738031149888,9054540
2518,2010,HI,Cam Cavasso,republican,79939.0,370583.0,21.571146005078486,275095
2521,2010,HI,Daniel K. Inouye,democrat,277228.0,370583.0,74.80861237563515,6165818
2545,2010,IA,Roxanne Conlin,democrat,371686.0,1116063.0,33.30331710665079,3123307
2546,2010,IA,Chuck Grassley,republican,718215.0,1116063.0,64.35254999045753,7797516
2523,2010,ID,P. Tom Sullivan,democrat,112057.0,449530.0,24.927591039530174,99836
2525,2010,ID,Mike Crapo,republican,319953.0,449530.0,71.17500500522769,3382275
2537,2010,IL,"Alexander \Alexi\"" Giannoulias""",democrat,1719478.0,3704473.0,46.41626487762227,9902006
2538,2010,IL,Mark Steven Kirk,republican,1778698.0,3704473.0,48.01487283076432,14146755
2540,2010,IN,Brad Ellsworth,democrat,697775.0,1744481.0,39.99900256867229,2590431
2542,2010,IN,Rebecca Sink-Burris,libertarian,94330.0,1744481.0,5.407338916273665,16879
2543,2010,IN,Dan Coats,republican,952116.0,1744481.0,54.57875436877788,4762355
2550,2010,KS,Lisa Johnston,democrat,220971.0,837692.0,26.378549633994357,31235
2551,2010,KS,Jerry Moran,republican,587175.0,837692.0,70.09437836340803,6548665
2553,2010,KY,Jack Conway,democrat,600052.0,1356096.0,44.248489782434284,6127990
2554,2010,KY,Rand Paul,republican,755706.0,1356096.0,55.726585728444,7675875
2556,2010,LA,David Vitter,republican,715415.0,1264994.0,56.5548136987211,12880079
2567,2010,LA,"\Charlie\"" Melancon""",democrat,476572.0,1264994.0,37.67385457954741,4718938
2568,2010,MD,Eric Wargotz,republican,655666.0,1833858.0,35.753368036129295,1240730
2577,2010,MD,Barbara Mikulski,democrat,1140531.0,1833858.0,62.19298331713797,4893404
2581,2010,MO,Robin Carnahan,democrat,789736.0,1943899.0,40.626390568645796,10311557
2588,2010,MO,Roy Blunt,republican,1054160.0,1943899.0,54.22915490979727,12141841
2618,2010,NC,Elaine Marshall,democrat,1145074.0,2660079.0,43.04661628470433,2872386
2621,2010,NC,Richard Burr,republican,1458046.0,2660079.0,54.81213151940224,6274147
2623,2010,ND,Tracy Potter,democratic-nonpartisan league,52955.0,238534.0,22.20018949080634,28279
2624,2010,ND,John Hoeven,republican,181689.0,238534.0,76.16901573779839,2909158
2600,2010,NH,Kelly Ayotte,republican,273218.0,454710.0,60.08620879241714,5041009
2601,2010,NH,Paul W. Hodes,democrat,167545.0,454710.0,36.846561544720814,4912819
2592,2010,NV,Harry Reid,democrat,362785.0,721404.0,50.28874250766561,25989654
2596,2010,NV,Sharron Angle,republican,321361.0,721404.0,44.546606339859494,28262487
2603,2010,NY,Kirsten E. Gillibrand,democrat,2837684.0,4757635.0,59.64484454986564,13155189
2604,2010,NY,Jay Townsend,republican,1239605.0,4763899.0,26.020807745924085,217593
2611,2010,NY,Jay Townsend,conservative,240818.0,4763899.0,5.055060991007576,217593
2607,2010,NY,Joseph J. DioGuardi,conservative,244385.0,4757635.0,5.13669081381821,3192289
2610,2010,NY,Joseph J. DioGuardi,republican,1338308.0,4757635.0,28.129690486975147,3192289
2613,2010,NY,Charles E. Schumer,democrat,3047880.0,4763899.0,63.97868636593681,19356984
2625,2010,OH,Lee Fisher,democrat,1503297.0,3815098.0,39.40388949379544,6383162
2627,2010,OH,Rob Portman,republican,2168742.0,3815098.0,56.84629857476794,5257618
2632,2010,OK,Thomas A. Coburn,republican,718482.0,1017151.0,70.63670979038511,3102901
2633,2010,OK,Jim Rogers,democrat,265814.0,1017151.0,26.13318966407151,-1
2636,2010,OR,Jim Huffman,republican,566199.0,1442588.0,39.24883611952962,2204734
2637,2010,OR,Ron Wyden,democrat,825507.0,1442588.0,57.22403070038015,8529394
2641,2010,PA,Pat Toomey,republican,2028945.0,3977661.0,51.008494690724014,16998137
2642,2010,PA,Joe Sestak,democrat,1948716.0,3977661.0,48.99150530927598,13806119
2644,2010,SC,Tom Clements,green,121472.0,1318794.0,9.21083960042281,51829
2645,2010,SC,Alvin M. Greene,democrat,364598.0,1318794.0,27.646319288683447,-1
2646,2010,SC,Jim DeMint,republican,810771.0,1318794.0,61.478214186597754,5419447
2647,2010,SD,John Thune,republican,227947.0,227947.0,100.0,7009572
2648,2010,UT,Scott N. Bradley,constitution,33095.0,585230.0,5.65504160757309,42637
2649,2010,UT,Mike Lee,republican,360403.0,585230.0,61.5831382533363,1801351
2650,2010,UT,Sam F. Granato,democrat,191732.0,585230.0,32.76182013909062,305629
2652,2010,VT,Len Britton,republican,72699.0,235178.0,30.91233023497096,231484
2655,2010,VT,Patrick J. Leahy,democrat,151281.0,235178.0,64.32616996487766,4122015
2659,2010,WA,Patty Murray,democrat,1314930.0,2511094.0,52.364825848813304,17279813
2660,2010,WA,Dino Rossi,republican,1196164.0,2511094.0,47.635174151186696,9572813
2666,2010,WI,Russell D. Feingold,democrat,1020958.0,2171331.0,47.019915434358005,20342208
2669,2010,WI,Ron Johnson,republican,1125999.0,2171331.0,51.85754728321016,15316651
2663,2010,WV,Joe Manchin III,democrat,283358.0,529948.0,53.46901960192321,4017802
2664,2010,WV,John R. Raese,republican,230013.0,529948.0,43.40293764671251,2888701
2672,2012,AZ,Jeff Flake,republican,1104457.0,2243422.0,49.23090706964628,9557420
2675,2012,AZ,Richard Carmona,democrat,1036542.0,2243422.0,46.20361216035146,6451981
2676,2012,CA,Dianne Feinstein,democrat,7864624.0,12578511.0,62.5242844721446,17152230
2677,2012,CA,Elizabeth Emken,republican,4713887.0,12578511.0,37.4757155278554,1110209
2684,2012,CT,Christopher S. Murphy,democrat,792983.0,1511764.0,52.454152896880736,10436219
2687,2012,CT,Linda E. McMahon,republican,604569.0,1511764.0,39.99096419811558,50735195
2688,2012,DE,Thomas R. Carper,democrat,265415.0,399606.0,66.41917288529201,5324026
2691,2012,DE,Kevin Wade,republican,115700.0,399606.0,28.95351921642818,181600
2692,2012,FL,Bill Nelson,democrat,4523451.0,8189946.0,55.23175610681682,17127713
2699,2012,FL,Connie Mack,republican,3458267.0,8189946.0,42.225760707091354,7526150
2702,2012,HI,Linda Lingle,republican,160994.0,437159.0,36.82733284685892,5839282
2704,2012,HI,Mazie K. Hirono,democrat,269489.0,437159.0,61.645534004790015,5657753
2705,2012,IN,Richard E. Mourdock,republican,1133621.0,2560102.0,44.28030601905705,7873704
2706,2012,IN,Joe Donnelly,democrat,1281181.0,2560102.0,50.044138866342045,5588317
2707,2012,IN,Andrew ??Andy?? Horning,libertarian,145282.0,2560102.0,5.674852017614923,2923
2727,2012,MA,Scott P. Brown,republican,1458048.0,3184196.0,45.79014608397222,29927011
2728,2012,MA,Elizabeth A. Warren,democrat,1696346.0,3184196.0,53.273919067796086,278488
2717,2012,MD,Benjamin L. Cardin,democrat,1474028.0,2633234.0,55.97785840529175,6224816
2720,2012,MD,Daniel John Bongino,republican,693291.0,2633234.0,26.32849948010697,1767837
2721,2012,MD,S. Rob Sobhani,none,430934.0,2633234.0,16.365199598668408,8079928
2712,2012,ME,Angus King,independent for Maine,370580.0,724720.0,51.134231151341204,2888522
2714,2012,ME,Cynthia Ann Dill,democrat,92900.0,724720.0,12.818743790705375,190528
2715,2012,ME,"Charles E. Summers, Jr.",republican,215399.0,724720.0,29.721685616513966,1280838
2731,2012,MI,Debbie Stabenow,democrat,2735826.0,4652918.0,58.79807037218365,13531442
2736,2012,MI,Pete Hoekstra,republican,1767386.0,4652918.0,37.98446480251748,5777596
2743,2012,MN,Kurt Bills,republican,867974.0,2843207.0,30.527991806435477,955342
2744,2012,MN,Amy Klobuchar,democrat,1854595.0,2843207.0,65.22898262419866,8944474
2753,2012,MO,W. Todd Akin,republican,1066159.0,2725793.0,39.113718466515984,6099310
2754,2012,MO,Claire McCaskill,democrat,1494125.0,2725793.0,54.81432375826044,21424030
2758,2012,MO,Jonathan Dine,libertarian,165468.0,2725793.0,6.0704536257888995,-1
2746,2012,MS,"Albert N. Gore, Jr.",democrat,503467.0,1241568.0,40.55090015206578,-1
2748,2012,MS,Roger F. Wicker,republican,709626.0,1241568.0,57.15562901105699,2203166
2759,2012,MT,Dan Cox,libertarian,31892.0,486066.0,6.561248883896425,-1
2760,2012,MT,Jon Tester,democrat,236123.0,486066.0,48.578382359597256,13328572
2761,2012,MT,Denny Rehberg,republican,218051.0,486066.0,44.86036875650632,9526859
2792,2012,ND,Rick Berg,republican,158401.0,321144.0,49.32397927409511,6344251
2794,2012,ND,Heidi Heitkamp,democrat,161337.0,321144.0,50.23821089604663,5498044
2762,2012,NE,Bob Kerrey,democrat,332979.0,788572.0,42.22556722784984,6116555
2763,2012,NE,Deb Fischer,republican,455593.0,788572.0,57.77443277215016,5176461
2771,2012,NJ,Robert Menendez,democrat,1987680.0,3376649.0,58.86546099402099,16226545
2772,2012,NJ,Joe Kyrillos,republican,1329534.0,3376649.0,39.3743619783993,4564876
2779,2012,NM,Martin Heinrich,democrat,395717.0,775793.0,51.00806529576833,6720126
2781,2012,NM,Heather A. Wilson,republican,351260.0,775793.0,45.27754181850055,7117800
2765,2012,NV,Dean Heller,republican,457656.0,997805.0,45.86627647686672,9192588
2766,2012,NV,Shelley Berkley,democrat,446080.0,997805.0,44.706129955251775,11625854
2783,2012,NY,Wendy Long,republican,1514647.0,7116628.0,21.28321165585724,114560
2791,2012,NY,Kirsten E. Gillibrand,democrat,4420043.0,7116628.0,62.10867000495178,14257872
2795,2012,OH,Josh Mandel,republican,2435712.0,5449018.0,44.70001750774176,18868809
2797,2012,OH,Sherrod Brown,democrat,2762690.0,5449018.0,50.70069506101833,24567107
2799,2012,PA,Tom Smith,republican,2509132.0,5627422.0,44.587592684536546,37681326
2800,2012,PA,"Robert P. Casey, Jr.",democrat,3021364.0,5627422.0,53.69002004825656,14414118
2802,2012,RI,Sheldon Whitehouse,democrat,271034.0,418189.0,64.81136519611945,5183335
2803,2012,RI,Benjamin Barrett Hinckley III,republican,146222.0,418189.0,34.9655299398119,1667695
2810,2012,TN,Bob Corker,republican,1506443.0,2321477.0,64.89157549267127,9389714
2814,2012,TN,Mark E. Clayton,democrat,705882.0,2321477.0,30.406590287131856,-1
2824,2012,TX,Ted Cruz,republican,4440137.0,7864822.0,56.45565786485696,14618864
2825,2012,TX,Paul Sadler,democrat,3194927.0,7864822.0,40.6230045638668,516509
2829,2012,UT,Orrin G. Hatch,republican,657608.0,1006901.0,65.31009503416921,13133592
2831,2012,UT,Scott Howell,democrat,301873.0,1006901.0,29.980405223552264,420779
2840,2012,VA,George F. Allen,republican,1785542.0,3802196.0,46.960808964082865,14404154
2842,2012,VA,Timothy M. Kaine,democrat,2010067.0,3802196.0,52.86594904628799,17918247
2837,2012,VT,John MacGovern,republican,72898.0,292762.0,24.90008949248878,131928
2839,2012,VT,Bernard Sanders,independent,207848.0,292762.0,70.99555270151181,3247907
2843,2012,WA,Maria Cantwell,democrat,1855493.0,3069417.0,60.45099118171301,11370413
2844,2012,WA,Michael Baumgartner,republican,1213924.0,3069417.0,39.54900881828699,1003560
2851,2012,WI,Tammy Baldwin,democrat,1547104.0,3009411.0,51.40886372781917,15650796
2852,2012,WI,Tommy G. Thompson,republican,1380126.0,3009411.0,45.86033612557407,9832888
2845,2012,WV,Joe Manchin III,democrat,399898.0,660202.0,60.57206733696656,3660906
2847,2012,WV,John R. Raese,republican,240787.0,660202.0,36.47171623230466,1610493
2857,2012,WY,John Barrasso,republican,185250.0,250700.0,73.89309932189867,2532238
2858,2012,WY,Tim Chesnut,democrat,53019.0,250700.0,21.148384523334663,-1
2864,2014,AK,Mark Begich,democrat,129431.0,282400.0,45.83250708215297,11103796
2867,2014,AK,Dan Sullivan,republican,135445.0,282400.0,47.9621104815864,7797251
2862,2014,AL,Jeff Sessions,republican,795606.0,818090.0,97.25164712928895,2143300
2868,2014,AR,Tom Cotton,republican,478819.0,847505.0,56.4974837906561,13814166
2869,2014,AR,Mark L. Pryor,democrat,334174.0,847505.0,39.430327844673485,14578754
2875,2014,CO,Cory Gardner,republican,983891.0,2041058.0,48.20495056975353,12490384
2880,2014,CO,Mark Udall,democrat,944203.0,2041058.0,46.26046883528053,20465694
2881,2014,DE,Kevin Wade,republican,98823.0,234038.0,42.225194199232604,111823
2882,2014,DE,Christopher A. Coons,democrat,130655.0,234038.0,55.826404259137405,5456856
2884,2014,GA,David A. Perdue,republican,1358088.0,2567805.0,52.889062837715485,14196681
2886,2014,GA,M. Michelle Nunn,democrat,1160811.0,2567805.0,45.20635328617243,16039490
2891,2014,HI,Cam Cavasso,republican,98006.0,369703.0,26.509387264912647,397610
2893,2014,HI,Brian Schatz,democrat,246827.0,369703.0,66.76359131519084,5156058
2908,2014,IA,Joni Ernst,republican,588575.0,1129700.0,52.100115074798616,11913212
2909,2014,IA,Bruce Braley,democrat,494370.0,1129700.0,43.76117553332743,12068095
2895,2014,ID,Nels Mitchell,democrat,151574.0,437170.0,34.67163803554681,362052
2896,2014,ID,James E. Risch,republican,285596.0,437170.0,65.32836196445318,1826223
2897,2014,IL,Richard J. Durbin,democrat,1929637.0,3603519.0,53.54868393922718,12615728
2899,2014,IL,"James D. \Jim\"" Oberweis""",republican,1538522.0,3603519.0,42.69498787157776,2416986
2910,2014,KS,Greg Orman,independent,368372.0,866191.0,42.527802759437584,5702323
2911,2014,KS,Pat Roberts,republican,460350.0,866191.0,53.146476931762166,8128381
2916,2014,KY,Alison Lundergan Grimes,democrat,584698.0,1435868.0,40.72087406363259,18832174
2917,2014,KY,Mich McConnell,republican,806787.0,1435868.0,56.188103641838936,30690557
2924,2014,LA,Bill Cassidy,republican,1712379.0,3523183.0,48.6031807033583,14658019
2925,2014,LA,Mary L. Landrieu,democrat,1561210.0,3523183.0,44.31248674848851,19967826
2927,2014,LA,"\Rob\"" Maness""",republican,202556.0,3523183.0,5.749233008901325,3498536
2932,2014,MA,Brian J. Herr,republican,791950.0,2186789.0,36.21519954600101,118532
2936,2014,MA,Edward J. Markey,democrat,1289944.0,2186789.0,58.98804137024651,14686084
2930,2014,ME,Susan M. Collins,republican,413505.0,616996.0,67.01907305719972,5703101
2931,2014,ME,Shenna Bellows,democrat,190254.0,616996.0,30.835532159041552,2338087
2939,2014,MI,Terri Lynn Land,republican,1290199.0,3121771.0,41.32907250403697,12270548
2941,2014,MI,Gary C. Peters,democrat,1704936.0,3121771.0,54.614383950648524,10289555
2946,2014,MN,Mike McFadden,republican,850227.0,1981528.0,42.90764500930595,7026515
2948,2014,MN,Al Franken,democrat,1053205.0,1981528.0,53.15115405888788,31958990
2949,2014,MS,Travis W. Childers,democrat,239439.0,631858.0,37.89443197680492,688975
2951,2014,MS,Thad Cochran,republican,378481.0,631858.0,59.89969265246305,8016704
2952,2014,MT,Steve Daines,republican,213709.0,369826.0,57.786364398392756,6668759
2954,2014,MT,Amanda Curtis,democrat,148184.0,369826.0,40.068572788284214,968388
2972,2014,NC,Kay R. Hagan,democrat,1377651.0,2915281.0,47.256199316635346,24851013
2974,2014,NC,Thom Tillis,republican,1423259.0,2915281.0,48.82064541977257,10513963
2955,2014,NE,Dave Domina,democrat,170127.0,540337.0,31.485350808847073,1227205
2958,2014,NE,Ben Sasse,republican,347636.0,540337.0,64.3368860544438,5864653
2960,2014,NH,Jeanne Shaheen,democrat,251184.0,488159.0,51.45536597706894,16466208
2961,2014,NH,Scott P. Brown,republican,235347.0,488159.0,48.211136125729524,9163652
2964,2014,NJ,Cory A. Booker,democrat,1043866.0,1869535.0,55.83559548229907,17521163
2966,2014,NJ,Jeff Bell,republican,791297.0,1869535.0,42.325872476310956,600485
2970,2014,NM,Allen E. Weh,republican,229097.0,515506.0,44.441189821262995,3630413
2971,2014,NM,Tom Udall,democrat,286409.0,515506.0,55.558810178737005,8736822
2980,2014,OK,Connie Johnson,democrat,237923.0,820890.0,28.983542252920614,148658
2981,2014,OK,Matt Silverstein,democrat,234307.0,820733.0,28.548504812161813,476444
2983,2014,OK,James M. Inhofe,republican,558166.0,820733.0,68.00823166608384,5168776
2985,2014,OK,James Lankford,republican,557002.0,820890.0,67.85342737760236,4384320
2989,2014,OR,Jeff Merkley,democrat,814537.0,1461618.0,55.7284461466676,11401522
2990,2014,OR,Monica Wehby,republican,538847.0,1461618.0,36.86647263512081,3896848
2993,2014,RI,Jack Reed,democrat,223675.0,316898.0,70.58264804448119,4649760
2994,2014,RI,Mark S. Zaccaria,republican,92684.0,316898.0,29.247265681702,57082
2997,2014,SC,Brad Hutto,democrat,456726.0,1240075.0,36.830514283410274,522454
2999,2014,SC,Lindsey Graham,republican,672941.0,1240075.0,54.26615325685946,14199515
3000,2014,SC,Joyce Dickerson,democrat,459583.0,1238982.0,37.09359780852345,74517
3002,2014,SC,Tim Scott,republican,757215.0,1238982.0,61.11589998886182,4398025
3006,2014,SD,Mike Rounds,republican,140741.0,279412.0,50.37042074069832,5178529
3008,2014,SD,Larry Pressler,independent,47741.0,279412.0,17.086238243167795,697985
3009,2014,SD,Rick Weiland,democrat,82456.0,279412.0,29.51054357006857,2435802
3012,2014,TN,Gordon Ball,democrat,437848.0,1374065.0,31.865159217358713,1972605
3014,2014,TN,Lamar Alexander,republican,850087.0,1374065.0,61.86657836419675,8573301
3026,2014,TX,John Cornyn,republican,2861531.0,4648358.0,61.560039050348536,12223972
3027,2014,TX,David M. Alameel,democrat,1597387.0,4648358.0,34.364543350576696,10265984
3028,2014,VA,Ed. W. Gillespie,republican,1055940.0,2184473.0,48.33843219852111,7875545
3029,2014,VA,Mark R. Warner,democrat,1073667.0,2184473.0,49.14993227199421,18112444
3034,2014,WV,Natalie Tennant,democrat,156360.0,453689.0,34.46413732755257,3561222
3035,2014,WV,Shelley Moore Capito,republican,281820.0,453689.0,62.11744168362028,8803232
3041,2014,WY,Curt Gottshall,independent,13311.0,171153.0,7.777251932481464,76431
3046,2014,WY,Michael B. Enzi,republican,121554.0,171153.0,71.02066572014513,3491953
3047,2014,WY,Charlie Hardy,democrat,29377.0,171153.0,17.16417474423469,88284
3051,2016,AK,Joe Miller,libertarian,90825.0,311441.0,29.16282698809726,411184
3053,2016,AK,Ray Metcalfe,democrat,36200.0,311441.0,11.623389341801497,14186
3054,2016,AK,Margaret Stock,independent,41194.0,311441.0,13.226903330004719,742959
3056,2016,AK,Lisa Murkowski,republican,138149.0,311441.0,44.35800039172749,7167502
3048,2016,AL,Ron Crumpton,democrat,748709.0,2087444.0,35.86726158881388,32369
3049,2016,AL,Richard C. Shelby,republican,1335104.0,2087444.0,63.958793625122404,12083489
3069,2016,AR,John Boozman,republican,661984.0,1107522.0,59.771634333223176,4496399
3071,2016,AR,Conner Eldridge,democrat,400602.0,1107522.0,36.171019627601076,2279847
3059,2016,AZ,Ann Kirkpatrick,democrat,1031245.0,2530730.0,40.74891434487282,9270128
3065,2016,AZ,John McCain,republican,1359267.0,2530730.0,53.710470891798025,14359218
3068,2016,AZ,Gary Swing,green,138634.0,2530730.0,5.478024127425683,-1
3073,2016,CA,Loretta Sanchez,democrat,4701417.0,12244170.0,38.397188212839254,4482978
3074,2016,CA,Kamala D. Harris,democrat,7542753.0,12244170.0,61.602811787160746,14420725
3077,2016,CO,Michael F. Bennet,democrat,1370710.0,2743023.0,49.97078041270525,16480485
3080,2016,CO,Darryl Glenn,republican,1215318.0,2743023.0,44.30578963428305,4046711
3082,2016,CT,Richard Blumenthal,democrat,920766.0,1596276.0,57.68213015794261,6067689
3083,2016,CT,Richard Blumenthal,working families,87948.0,1596276.0,5.5095735323966535,6067689
3085,2016,CT,Dan Carter,republican,552621.0,1596276.0,34.61938912819588,375795
3092,2016,FL,Patrick Murphy,democrat,4122088.0,9301820.0,44.31485451234274,19154368
3099,2016,FL,Marco Rubio,republican,4835191.0,9301820.0,51.98112842432986,21289500
3102,2016,GA,Jim Barksdale,democrat,1599726.0,3898605.0,41.03329267776551,4074479
3104,2016,GA,Johnny Isakson,republican,2135806.0,3898605.0,54.783852172764355,11593872
3109,2016,HI,Brian Schatz,democrat,306604.0,437664.0,70.05465379834759,2549166
3111,2016,HI,John Carroll,republican,92653.0,437664.0,21.169892885866783,54417
3129,2016,IA,Chuck Grassley,republican,926007.0,1541036.0,60.08990056040222,10804669
3130,2016,IA,Patty Judge,democrat,549460.0,1541036.0,35.6552345305366,2188233
3112,2016,ID,Ray J. Writz,constitution,41677.0,678943.0,6.1385123640718,6766
3113,2016,ID,Mike Crapo,republican,449017.0,678943.0,66.13471233962203,5851739
3114,2016,ID,Jerry Sturgill,democrat,188249.0,678943.0,27.726775296306172,818484
3118,2016,IL,Mark Kirk,republican,2184692.0,5491878.0,39.78041755479637,12352097
3119,2016,IL,Tammy Duckworth,democrat,3012940.0,5491878.0,54.86174310499978,16761919
3125,2016,IN,Evan Bayh,democrat,1158947.0,2732546.0,42.41271693138926,14187171
3126,2016,IN,Todd C. Young,republican,1423991.0,2732546.0,52.11224257523936,11394679
3127,2016,IN,Lucy Brenton,libertarian,149481.0,2732546.0,5.470392813149349,1275
3135,2016,KS,Patrick Wiesner,democrat,379740.0,1177922.0,32.23812782170636,38286
3137,2016,KS,Robert D. Garrard,libertarian,65760.0,1177922.0,5.582712607456181,-1
3138,2016,KS,Jerry Moran,republican,732376.0,1177922.0,62.175254388660704,5715750
3139,2016,KY,Rand Paul,republican,1090177.0,1903465.0,57.27328845027358,11142099
3141,2016,KY,Jim Gray,democrat,813246.0,1903465.0,42.72450504737413,6389762
3143,2016,LA,"Charles W. Boustany, Jr.",republican,298008.0,1997218.0,14.92115532705994,6114296
3146,2016,LA,John Fleming,republican,204026.0,1997218.0,10.215509774095768,5029217
3147,2016,LA,Caroline Fayard,democrat,240917.0,1997218.0,12.062629117101888,2071389
3157,2016,LA,John Kennedy,republican,536191.0,1997218.0,26.846894029595163,5050026
3161,2016,LA,Foster Campbell,democrat,347816.0,1997218.0,17.41502429879963,6339738
3167,2016,MD,Chris Van Hollen,democrat,1659907.0,2726170.0,60.88787566439363,11481663
3176,2016,MD,Kathy Szeliga,republican,972557.0,2726170.0,35.674847863486136,1544221
3180,2016,MO,Roy Blunt,republican,1378458.0,2802641.0,49.18425156843135,16182432
3184,2016,MO,Jason Kander,democrat,1300200.0,2802641.0,46.391956729384894,13186976
3211,2016,NC,Deborah K. Ross,democrat,2128165.0,4691133.0,45.365693106548036,14414696
3212,2016,NC,Richard Burr,republican,2395376.0,4691133.0,51.06177974489319,10212664
3216,2016,ND,John Hoeven,republican,268788.0,342501.0,78.47801904228017,2628140
3217,2016,ND,Eliot Glassheim,democrat,58116.0,342501.0,16.96812564050908,32793
3194,2016,NH,Kelly Ayotte,republican,353632.0,739140.0,47.84371025786725,16093175
3195,2016,NH,Maggie Hassan,democrat,354649.0,739140.0,47.981302594907596,18564772
3187,2016,NV,Joseph J. Heck,republican,495079.0,1108294.0,44.67036724912343,21234
3189,2016,NV,Catherine Cortez Masto,democrat,521994.0,1108294.0,47.09887448637275,19005870
3201,2016,NY,Wendy Long,republican,1723927.0,7800725.0,22.099574078050438,184497
3207,2016,NY,Charles E. Schumer,democrat,4784220.0,7800725.0,61.33045325915219,24771506
3221,2016,OH,Ted Strickland,democrat,1996908.0,5374164.0,37.15755604034413,10567811
3224,2016,OH,Rob Portman,republican,3118567.0,5374164.0,58.02887667737717,26987259
3225,2016,OK,Mike Workman,democrat,355911.0,1448047.0,24.578691161267553,-1
3226,2016,OK,James Lankford,republican,980892.0,1448047.0,67.7389615116084,2800373
3232,2016,OR,Ron Wyden,democrat,1105119.0,1952478.0,56.60084262153018,9782114
3235,2016,OR,Mark Callahan,republican,651106.0,1952478.0,33.347674083907734,33572
3237,2016,PA,Katie McGinty,democrat,2865012.0,6051856.0,47.341047110175786,13021653
3239,2016,PA,Patrick J. Toomey,republican,2951702.0,6051856.0,48.773500228690175,31622034
3240,2016,SC,Thomas Dixon,democrat,704540.0,2049893.0,34.36959880344974,40462
3244,2016,SC,Tim Scott,republican,1241609.0,2049893.0,60.569454112970774,4795257
3248,2016,SD,John R. Thune,republican,265516.0,369656.0,71.82786157941437,7109178
3249,2016,SD,Jay Williams,democrat,104140.0,369656.0,28.172138420585625,66555
3250,2016,UT,Mike Lee,republican,760220.0,1115583.0,68.14553466662723,5822361
3253,2016,UT,Misty K. Snow,democrat,301858.0,1115583.0,27.058318385991896,35706
3255,2016,VT,Scott Milne,republican,103637.0,320467.0,32.339367235940045,106458
3261,2016,VT,Patrick J. Leahy,democrat,192243.0,320467.0,59.98839194051182,4946359
3262,2016,WA,Chris Vance,republican,1329338.0,3243317.0,40.986989554212556,449371
3263,2016,WA,Patty Murray,democrat,1913979.0,3243317.0,59.01301044578745,10869559
3264,2016,WI,Russ Feingold,democrat,1380335.0,2948741.0,46.810994929700506,24796275
3267,2016,WI,Ron Johnson,republican,1479471.0,2948741.0,50.17297212607007,21228172
3269,2018,AZ,Martha McSally,republican,1135200.0,2384308.0,47.61129854028926,20952576
3270,2018,AZ,Kyrsten Sinema,democrat,1191100.0,2384308.0,49.9557943017429,24735382
3273,2018,CA,Dianne Feinstein,democrat,6019422.0,11113364.0,54.1638157447196,24497308
3274,2018,CA,Kevin De Leon,democrat,5093942.0,11113364.0,45.8361842552804,1775218
3275,2018,CT,Christopher S Murphy,democrat,787685.0,1386840.0,56.79710709238268,10496472
3276,2018,CT,Matthew Corey,republican,545717.0,1386840.0,39.349672637074214,173092
3281,2018,DE,Thomas R Carper,democrat,217385.0,362592.0,59.953060188862416,4887154
3282,2018,DE,Robert B Arlett,republican,137127.0,362592.0,37.81853984643897,223795
3285,2018,FL,Rick Scott,republican,4099505.0,8190005.0,50.05497554641297,83771112
3286,2018,FL,Bill Nelson,democrat,4089472.0,8190005.0,49.93247256869807,33367569
3288,2018,HI,Mazie K. Hirono,democrat,276316.0,388351.0,71.15109784705074,4024270
3290,2018,IN,Mike Braun,republican,1158000.0,2282565.0,50.7323997345092,25878621
3291,2018,IN,Joe Donnelly,democrat,1023553.0,2282565.0,44.8422279321728,17173078
3303,2018,MA,Elizabeth A. Warren,democrat,1633371.0,2707090.0,60.33678230129031,24406935
3304,2018,MA,Geoff Diehl,republican,979210.0,2707090.0,36.17205190813752,3015368
3298,2018,MD,Tony Campbell,republican,697017.0,2299889.0,30.306549576957842,203942
3299,2018,MD,Ben Cardin,democrat,1491614.0,2299889.0,64.85591261143473,4386407
3294,2018,ME,Eric L. Brakey,republican,223502.0,634409.0,35.22995417782535,962182
3295,2018,ME,"Angus S. King, Jr.",independent,344575.0,634409.0,54.31433034525046,5150505
3296,2018,ME,Zak Ringelstein,democrat,66268.0,634409.0,10.445627347657425,386951
3307,2018,MI,John James,republican,1938818.0,4237271.0,45.7562898384361,12043511
3308,2018,MI,Debbie Stabenow,democrat,2214478.0,4237271.0,52.261892147091835,17225717
